body_height,body_height_time,body_temperature
184.9,2019,37.59
116.3,2021,41.267
94.4,2020,37.306
106.5,2015,0.0
181.0,2020,37.365
177.6,2020,37.444
101.9,2012,0.0
138.3,2016,0.0
78.1,2021,0.0
175.2,2018,0.0
80.7,2021,0.0
176.7,2019,0.0
165.0,2016,38.106
173.7,2019,37.635
62.2,2021,0.0
73.2,2021,0.0
72.9,2020,0.0
152.4,2017,0.0
171.1,2020,37.166
177.4,2018,37.782
146.8,2013,38.911
0.0,0,0.0
175.0,2014,37.225
185.7,2016,37.702
184.5,2012,37.159
66.3,2021,0.0
105.5,2021,40.599
191.4,2016,0.0
169.4,2013,37.503
169.1,2021,40.757
142.3,2020,39.515
167.0,2019,38.856
174.7,2020,0.0
185.2,2018,0.0
184.9,2014,37.492
160.2,2018,0.0
179.4,2020,0.0
179.6,2020,37.207
170.3,2021,40.774
173.1,2019,0.0
180.2,2002,0.0
171.6,1967,0.0
178.8,2013,37.823
128.5,2017,37.979
160.1,2016,38.291
172.7,2015,37.257
76.3,2021,0.0
97.0,2021,38.9
184.2,2013,37.391
95.4,2020,0.0
160.1,2014,0.0
168.9,2012,37.65
186.0,2016,0.0
174.3,2020,0.0
167.9,2021,37.022
74.1,2021,0.0
168.4,2020,41.494
181.9,2018,37.158
160.1,2012,0.0
85.8,2021,40.561
92.7,2021,41.897
177.6,2018,0.0
113.6,2012,0.0
99.7,2020,0.0
169.4,2020,37.587
179.4,2013,40.508
160.5,2021,37.482
169.1,2012,0.0
73.4,2019,0.0
177.2,2020,37.161
183.1,2013,37.19
102.9,2014,39.141
0.0,0,0.0
168.8,2019,37.394
153.9,2020,37.28
177.2,2015,37.782
171.8,2005,0.0
183.1,2021,40.494
0.0,0,0.0
171.8,2021,37.103
150.5,2018,0.0
148.7,2012,37.345
134.2,2021,38.753
172.2,2021,0.0
122.5,2013,37.394
110.5,2015,0.0
76.1,2018,38.801
94.9,2021,37.751
61.7,2021,0.0
54.7,2021,0.0
81.0,2016,37.4
100.9,2017,0.0
169.1,2019,0.0
191.4,2020,37.358
182.8,2013,0.0
103.0,2021,39.409
104.2,2021,38.185
104.0,2020,38.643
165.7,2019,37.77
182.8,2016,37.036
182.1,2020,41.577
112.3,2018,0.0
138.8,2018,37.884
176.7,2015,0.0
123.4,2021,39.094
75.1,2021,0.0
84.0,2021,0.0
104.9,2017,0.0
98.6,2018,37.799
99.2,2021,37.996
130.6,2021,38.312
86.1,2021,40.994
57.7,2021,0.0
90.7,2018,37.207
67.0,2021,0.0
114.4,2021,40.998
81.3,2016,0.0
158.1,2021,0.0
160.6,2019,0.0
65.3,2020,0.0
120.1,2019,37.664
117.1,2020,38.276
84.1,2021,38.038
74.0,2021,37.117
183.5,2019,37.698
170.3,2021,41.574
114.8,2014,37.972
177.6,2018,37.425
179.2,2020,37.627
0.0,0,0.0
104.9,2017,37.007
175.4,2018,37.897
106.5,2019,0.0
108.6,2021,0.0
75.3,1979,0.0
159.6,2021,37.624
48.7,2021,0.0
97.2,1991,0.0
80.3,2021,0.0
67.0,2017,0.0
77.8,2020,39.542
117.5,2021,37.04
67.0,2021,0.0
167.9,2012,37.591
106.5,2015,37.578
68.1,2017,37.352
154.4,2019,38.392
183.4,2014,37.771
166.6,1966,37.795
72.4,2021,0.0
172.7,2016,0.0
92.9,2021,37.767
183.6,2021,39.065
173.9,2020,37.88
89.2,2017,0.0
89.4,2021,40.742
184.5,2019,37.151
171.8,2020,37.826
0.0,0,0.0
0.0,0,37.886
64.0,2021,0.0
175.9,2018,0.0
180.8,2018,0.0
105.6,2019,37.667
162.1,2017,37.206
0.0,0,0.0
114.0,2015,0.0
53.1,1992,0.0
84.0,2016,37.042
86.3,2019,37.952
94.6,2015,37.271
73.2,2021,0.0
187.9,2020,37.114
180.9,2019,38.157
176.8,2021,41.899
78.2,2019,0.0
165.0,2014,0.0
187.9,2020,0.0
55.1,2021,0.0
181.0,2012,37.243
50.8,2000,0.0
186.4,2018,37.949
163.3,2020,0.0
184.9,1984,37.219
99.4,2020,40.478
0.0,0,37.225
161.9,2021,0.0
171.8,2019,41.604
155.0,2014,37.381
177.9,2018,0.0
172.5,2014,0.0
136.4,2021,37.174
125.6,2021,0.0
90.2,2021,41.98
101.2,2015,0.0
158.5,1976,37.188
132.9,2018,37.025
127.6,2020,38.35
96.0,2015,0.0
71.8,2021,0.0
101.6,2021,40.999
104.3,1926,38.845
101.6,2020,0.0
65.3,2021,0.0
150.2,2019,37.91
139.0,2012,37.852
165.7,2018,0.0
0.0,0,0.0
177.7,2003,0.0
182.3,2017,37.942
93.5,2012,0.0
125.7,2017,37.883
73.0,2018,0.0
99.0,2021,38.244
133.5,2021,38.235
167.4,2020,40.482
173.3,2017,0.0
186.0,2014,37.517
0.0,0,0.0
135.5,2019,0.0
101.8,2021,39.486
175.8,2017,38.226
162.1,2021,37.37
169.3,2020,38.764
63.1,2020,37.865
175.2,2020,37.235
0.0,0,0.0
171.3,2015,37.367
183.1,2015,37.661
180.8,2019,37.446
127.0,2020,0.0
173.3,2015,37.133
74.2,2014,0.0
83.0,2015,0.0
77.0,2021,39.933
120.8,2018,38.775
185.2,2018,0.0
65.7,2021,0.0
0.0,0,37.735
175.2,2020,0.0
170.8,2019,0.0
137.2,2018,37.564
0.0,0,0.0
66.7,2015,37.47
137.3,2019,0.0
174.3,2017,0.0
175.0,2021,40.41
174.7,2018,0.0
127.5,2020,37.868
132.5,2012,37.463
95.4,2021,0.0
165.0,2014,0.0
176.3,2013,37.13
91.1,2021,38.8
105.6,2012,37.435
0.0,0,0.0
0.0,0,37.932
169.1,2018,37.788
180.6,2018,37.6
189.3,2013,37.936
124.0,2020,37.839
172.2,2012,0.0
79.6,2018,0.0
176.7,2016,37.197
64.4,2021,0.0
0.0,0,0.0
110.4,2020,41.62
160.1,2015,38.996
0.0,0,37.082
156.5,2017,37.543
177.9,2019,0.0
76.1,2021,0.0
177.6,2021,38.781
151.8,2018,37.085
115.2,2018,37.714
146.6,2020,0.0
0.0,0,37.104
129.9,2019,0.0
61.4,2021,0.0
164.1,1978,37.526
177.7,2020,0.0
75.7,2001,38.554
164.5,1996,37.083
163.1,2018,0.0
0.0,0,37.818
166.3,2019,0.0
182.1,2012,0.0
81.4,2012,39.218
153.2,2012,37.934
176.1,2019,37.474
191.4,2018,0.0
168.0,2018,37.246
174.6,2014,37.478
82.7,1981,37.338
180.8,2020,37.225
183.9,2016,37.647
186.0,2019,37.843
180.2,2015,37.402
171.8,2021,37.004
97.8,2021,41.756
175.8,2017,37.137
173.5,2018,37.856
119.3,2017,37.171
170.3,2013,0.0
100.8,2016,37.287
151.6,2019,37.576
180.6,2021,38.67
50.1,1956,0.0
186.0,2016,0.0
89.8,2016,0.0
111.9,2020,38.466
123.2,2020,37.585
169.1,2018,38.888
83.0,2021,0.0
129.9,2021,37.603
178.8,2021,0.0
92.6,2021,38.806
115.6,2018,0.0
97.4,2015,37.793
67.3,2021,0.0
0.0,0,37.883
63.9,2016,0.0
184.2,1986,0.0
64.9,1964,0.0
180.2,2021,37.207
186.4,2015,37.639
81.1,2020,39.159
178.3,2011,0.0
106.8,2019,37.144
184.5,2019,0.0
177.2,2017,0.0
73.1,2018,38.975
170.3,2016,0.0
74.1,2019,0.0
173.7,2021,0.0
0.0,0,37.359
176.1,2021,41.758
171.6,2020,37.474
88.8,2021,38.218
155.1,2019,39.264
178.8,2020,38.391
180.4,2018,0.0
183.6,2014,37.28
71.7,2012,0.0
164.1,2018,37.358
162.3,2019,37.302
66.5,2021,0.0
67.8,2021,0.0
152.9,2020,39.099
87.3,2021,39.475
185.2,2017,37.239
180.0,2017,37.59
178.6,2013,37.36
186.0,2016,37.328
171.6,2017,37.293
65.5,2021,0.0
177.7,2020,37.158
101.6,2013,37.431
60.2,2021,0.0
175.4,2021,40.576
171.9,2019,39.012
164.5,2020,0.0
132.2,2021,38.681
79.7,2021,0.0
180.2,2013,38.708
55.4,2020,37.091
0.0,0,0.0
97.4,2015,37.401
104.2,2012,37.397
54.8,2021,0.0
0.0,0,0.0
80.1,2021,0.0
64.4,1987,0.0
186.8,2019,0.0
65.7,2021,0.0
178.5,2021,38.519
169.4,2016,37.523
186.4,1997,37.776
165.3,2020,37.699
177.7,2020,37.419
0.0,0,0.0
173.1,2018,0.0
155.7,2019,37.294
67.9,2021,0.0
89.5,2019,37.656
91.4,2018,37.2
170.3,2020,41.69
164.2,2018,37.15
170.6,2019,38.757
131.4,2017,37.708
148.6,2018,37.195
172.0,1997,37.028
198.7,2018,37.522
180.8,2014,37.08
168.8,2016,0.0
66.1,1959,0.0
187.2,2020,37.717
71.4,2021,0.0
185.6,2021,0.0
173.5,2020,37.588
105.7,2015,37.8
141.4,2017,38.371
154.2,2021,0.0
82.3,2021,0.0
157.9,2021,0.0
136.8,2015,37.519
75.3,1959,0.0
94.9,2021,38.798
167.7,2015,37.058
175.9,2019,0.0
80.8,2021,37.518
126.7,2016,0.0
134.0,2016,37.974
171.1,2018,41.909
158.8,1978,38.132
62.0,2021,0.0
99.9,2018,38.747
92.6,2016,37.82
148.5,2019,38.733
114.6,2016,37.965
125.4,2020,37.999
162.5,2021,37.159
144.9,2020,37.468
180.8,2021,0.0
147.9,2021,37.062
76.5,2016,0.0
113.2,2021,37.702
86.3,2021,0.0
69.4,2018,0.0
190.2,2021,0.0
96.2,2020,0.0
185.6,2012,0.0
0.0,0,37.553
191.4,2015,0.0
168.4,2020,37.901
184.9,1994,37.634
186.4,2020,37.314
187.3,2018,37.47
185.6,2021,39.216
140.3,2015,0.0
79.3,2021,0.0
0.0,0,37.205
163.3,2018,37.675
176.1,2020,40.762
83.5,2020,39.544
51.5,2021,0.0
177.4,2020,38.904
180.6,2015,0.0
89.2,2020,38.59
90.0,2021,39.008
169.7,2013,0.0
171.6,2020,37.862
176.1,2014,0.0
171.6,2021,37.962
165.0,2018,39.203
179.2,2018,37.24
175.5,2014,0.0
90.3,2020,0.0
149.2,2021,39.142
165.5,2013,0.0
170.3,2020,37.765
184.2,2012,37.054
82.1,1950,38.012
165.0,2019,37.037
99.4,2018,37.31
182.1,2018,37.323
69.3,2020,37.515
170.8,2020,0.0
136.7,2016,37.811
131.0,2017,0.0
112.4,2021,39.892
169.0,2020,39.924
181.6,2017,0.0
86.7,2017,37.041
185.2,2017,0.0
171.4,2019,39.351
83.8,2020,39.711
170.0,1992,0.0
178.5,2020,42.151
65.6,2017,0.0
130.1,2018,37.892
175.9,2011,0.0
107.8,2021,39.817
98.7,2013,0.0
182.1,2019,39.189
174.1,2019,37.727
112.6,2021,38.62
179.0,2020,0.0
107.7,2019,0.0
141.4,2020,37.994
112.6,2021,37.518
105.0,2015,0.0
120.9,1985,0.0
154.2,2016,39.081
99.7,2019,37.397
0.0,0,37.573
158.8,2014,37.494
151.2,2017,0.0
173.1,2018,0.0
181.4,2012,37.212
121.8,2013,38.479
178.1,2014,37.778
170.7,2019,0.0
183.6,1997,0.0
183.1,1994,37.651
172.7,2015,0.0
174.8,2016,37.36
86.8,2017,0.0
179.0,2020,37.316
174.7,2015,37.679
175.4,2021,37.125
0.0,0,0.0
122.5,2020,0.0
177.6,2020,37.819
104.6,2021,39.254
180.5,2018,0.0
72.9,2021,0.0
104.0,2019,39.335
114.0,2018,37.37
127.9,2016,0.0
171.3,2021,37.852
81.7,2021,40.427
98.8,2021,38.607
54.0,2021,0.0
155.3,2020,42.027
103.2,2020,41.399
73.2,2021,0.0
85.6,2021,38.011
93.6,2021,41.237
73.0,2021,37.278
136.8,2020,37.573
95.0,1968,37.9
119.0,2021,38.547
178.8,2021,37.093
93.3,2021,38.533
185.6,2017,37.434
184.9,2021,0.0
115.0,2013,37.875
117.6,2013,37.412
76.0,2020,42.036
150.2,2021,0.0
78.5,2021,0.0
58.6,2020,0.0
65.4,2020,37.954
185.3,2021,40.677
147.2,2021,38.861
78.0,2021,0.0
133.3,2017,37.657
79.2,2019,37.933
55.0,2021,0.0
73.7,2021,0.0
170.3,2018,0.0
92.1,2013,37.053
113.2,2014,0.0
68.6,1971,0.0
153.5,2020,37.7
141.5,2020,37.228
166.8,2018,0.0
181.4,2015,0.0
176.8,2016,38.347
79.8,2021,0.0
174.3,2013,0.0
177.7,2013,37.028
83.1,2021,37.448
186.0,2020,0.0
88.8,2021,39.24
180.8,2018,37.199
177.0,2019,37.024
129.1,2018,37.741
127.3,2021,37.007
173.5,2016,0.0
0.0,0,0.0
192.6,2016,0.0
174.3,2019,37.771
193.3,2013,37.915
168.4,2017,37.691
81.9,2021,39.05
85.3,2016,37.422
81.2,2017,37.545
113.9,2012,0.0
172.7,2014,37.562
90.5,2017,37.341
92.1,2021,39.13
100.2,2021,42.103
67.5,2018,37.701
89.2,2021,0.0
176.5,2014,37.533
70.5,2021,0.0
116.0,2014,37.105
183.4,2015,37.089
183.9,2017,37.213
73.0,2016,0.0
174.0,2012,37.237
180.7,2014,37.282
62.6,1992,0.0
170.8,2019,37.446
164.7,2021,38.718
176.7,2021,37.217
129.4,2021,0.0
169.9,2019,0.0
154.4,2019,0.0
179.8,2018,0.0
185.6,2016,37.25
106.4,2018,0.0
182.6,2016,37.649
185.6,2016,0.0
90.0,2019,0.0
94.1,2021,40.919
179.2,2018,0.0
112.9,2021,37.195
92.5,2010,37.836
82.5,2021,39.506
166.4,2020,0.0
181.0,2013,37.313
78.0,2021,0.0
98.1,2019,37.745
175.4,2017,0.0
0.0,0,37.429
183.1,2020,0.0
90.2,2020,38.949
85.7,2021,40.43
174.5,2020,39.969
57.7,2021,0.0
63.2,1925,0.0
0.0,0,0.0
105.9,2018,0.0
103.4,2014,0.0
183.6,2020,39.691
153.5,2016,37.455
167.7,2018,37.847
165.7,2017,0.0
106.7,2021,40.103
90.1,2020,40.317
72.7,2021,0.0
180.0,2018,37.765
190.2,2017,38.07
132.6,2014,37.065
106.3,2020,37.413
113.0,2020,0.0
108.6,2013,0.0
174.8,2015,0.0
178.3,2016,41.416
85.0,2021,38.66
180.5,2012,37.334
0.0,0,0.0
175.6,2017,0.0
164.3,2019,0.0
52.2,1976,0.0
157.1,2019,38.822
85.0,2021,41.564
171.3,2021,0.0
171.6,2017,0.0
176.5,2018,0.0
174.7,2018,37.369
134.3,2021,0.0
87.7,2021,42.159
152.1,2017,0.0
153.2,2018,0.0
166.9,2016,0.0
181.2,2020,37.225
172.7,2012,0.0
171.1,2021,41.924
76.0,2017,37.453
64.0,2014,37.281
123.8,1992,38.683
105.2,1958,0.0
87.1,2021,38.515
187.3,2021,41.313
166.3,2010,37.355
170.7,2016,37.927
95.0,2021,41.168
117.4,2020,37.136
113.3,2021,37.202
54.8,2021,0.0
85.9,2021,38.719
122.9,2021,39.331
64.0,1972,0.0
83.0,2016,0.0
166.4,2018,37.717
67.4,2021,0.0
180.6,2021,39.773
180.2,2021,37.115
173.1,2017,0.0
76.1,2021,0.0
83.2,2007,0.0
57.3,2021,0.0
131.5,2015,0.0
66.3,2015,37.535
180.6,2019,37.543
191.4,2021,38.354
177.4,2021,41.464
109.2,2020,37.363
170.7,2017,0.0
74.4,2021,0.0
0.0,0,0.0
135.9,2013,37.177
179.4,2016,0.0
98.6,2014,0.0
169.1,2020,37.708
78.3,2021,38.886
132.2,2021,37.627
187.9,2021,37.564
0.0,0,37.772
63.8,2021,0.0
180.8,2020,40.074
162.5,2013,0.0
0.0,0,37.39
132.3,2019,39.393
167.4,2020,0.0
166.8,2013,37.751
99.5,2021,37.995
175.2,2020,0.0
62.7,2019,39.306
71.5,2020,39.505
134.2,2019,37.477
66.9,2021,0.0
190.2,2020,37.542
181.0,2012,37.456
167.7,2017,39.289
175.6,2003,0.0
184.2,2020,0.0
190.2,2016,37.867
137.0,2017,37.486
71.2,2021,0.0
108.9,1971,38.656
168.0,2021,41.411
167.7,2017,37.728
148.8,2012,39.456
0.0,0,0.0
65.9,2021,0.0
131.2,2021,37.579
164.8,2014,37.735
120.9,2012,0.0
178.8,2015,37.324
0.0,0,0.0
171.3,2018,37.564
176.7,2021,37.943
136.3,1989,0.0
121.8,2017,37.163
179.6,2016,37.274
184.0,2012,37.988
169.1,2017,0.0
151.7,2020,39.067
70.5,2021,0.0
182.1,2019,37.894
83.6,2017,0.0
171.8,2017,0.0
174.1,2021,38.445
171.3,2019,37.762
159.3,2018,37.982
178.8,2016,37.917
154.7,2018,37.824
180.4,2021,37.529
83.6,2021,0.0
76.0,2021,0.0
83.4,2021,0.0
70.9,2021,0.0
104.9,2021,37.57
74.2,2021,0.0
69.9,2021,0.0
0.0,0,0.0
172.9,2020,40.501
135.3,2019,0.0
69.1,1972,0.0
172.5,2021,37.671
181.6,2012,37.288
74.7,2021,0.0
118.2,2021,41.484
139.0,2016,0.0
84.1,2016,0.0
108.5,2019,0.0
145.5,2021,37.061
172.0,2020,37.147
178.6,2021,37.194
180.6,2015,0.0
94.6,2018,37.141
77.9,2021,0.0
0.0,0,37.006
91.3,2021,38.906
124.2,2000,0.0
184.9,2021,37.4
169.4,2016,37.669
60.4,2021,0.0
176.3,1987,0.0
172.0,2018,37.422
178.5,2017,37.34
165.7,2021,37.442
170.0,2019,0.0
123.2,2020,0.0
185.2,2020,37.452
181.2,2017,37.802
166.3,2012,37.309
135.6,2012,37.545
182.6,2021,0.0
57.7,2021,0.0
140.2,2021,39.402
93.1,2020,0.0
66.9,2021,0.0
167.5,2016,0.0
175.6,1997,37.73
74.3,2021,0.0
169.1,2021,37.517
165.9,2015,38.215
115.8,2020,37.899
180.8,2021,0.0
149.3,2019,0.0
165.7,2013,38.62
182.3,2017,0.0
111.4,2020,37.132
119.3,2021,37.391
72.0,2021,0.0
82.6,2021,0.0
102.0,2014,39.354
123.3,2021,37.901
134.2,2014,38.253
67.3,2021,0.0
169.4,2017,37.333
179.0,2021,0.0
83.7,2021,0.0
0.0,0,38.421
175.0,2016,37.812
172.5,2018,0.0
162.1,2021,0.0
180.4,2020,40.524
172.7,2019,0.0
169.3,2019,37.355
124.8,2021,40.842
166.8,2019,0.0
168.0,2021,0.0
176.1,2021,38.764
62.5,2021,0.0
0.0,0,37.333
175.6,2017,0.0
183.9,2015,37.995
184.2,2018,38.634
189.3,2020,37.507
75.1,2021,0.0
75.1,2020,39.284
182.6,2016,0.0
0.0,0,0.0
76.7,2021,37.06
85.0,2019,0.0
73.1,2021,0.0
160.0,2017,0.0
79.7,2021,38.447
89.3,2021,0.0
98.7,2017,37.102
59.4,2021,39.369
122.2,2021,0.0
73.5,2021,0.0
78.3,2021,0.0
79.2,2017,37.497
149.0,2020,38.367
85.3,2021,37.312
79.0,2013,0.0
171.1,2019,0.0
168.2,2017,0.0
163.5,2016,37.572
180.8,2020,37.178
68.9,1948,0.0
165.7,2017,37.591
119.2,1948,0.0
184.2,2018,37.532
158.8,2021,40.759
162.0,2020,37.231
63.1,1980,0.0
57.3,2019,0.0
181.9,1963,0.0
173.9,2019,39.144
170.0,2021,38.03
180.0,2018,0.0
179.5,2021,37.577
175.8,2017,0.0
82.2,2021,0.0
177.7,2019,37.05
136.1,2020,37.231
168.4,2020,37.439
175.9,2021,37.928
79.2,2016,39.227
59.0,1976,0.0
76.1,2021,0.0
97.2,2019,0.0
136.8,2021,41.82
174.7,2013,37.628
174.1,2012,0.0
56.1,2021,0.0
174.2,2021,0.0
190.2,2020,37.437
168.0,2019,37.907
179.0,2019,37.412
170.0,2014,37.236
84.7,2021,40.084
173.2,2015,37.463
167.2,2017,37.616
79.7,2021,0.0
178.6,2018,37.442
169.7,2019,37.706
178.3,2011,0.0
65.7,2021,0.0
182.8,2021,0.0
105.0,2013,0.0
158.2,2020,0.0
148.7,2018,37.003
66.7,2019,37.331
78.0,2021,0.0
85.8,2018,37.056
90.9,2021,41.275
56.7,2021,0.0
66.6,2021,0.0
52.6,2021,0.0
97.3,2021,40.792
132.4,2018,37.407
82.0,2014,0.0
168.8,2013,37.506
186.4,2019,40.918
188.5,2020,37.511
166.8,2019,0.0
131.2,2017,39.324
109.1,2021,40.726
0.0,0,37.802
165.0,2012,37.548
178.3,2012,37.352
148.6,2019,37.873
176.8,2021,0.0
182.6,2019,0.0
139.7,2018,37.461
156.1,2018,37.983
170.3,2019,37.143
126.6,2016,37.786
161.0,2019,0.0
57.4,2021,0.0
167.7,1981,37.886
173.3,2021,41.531
181.9,2021,39.48
176.3,2021,37.476
182.6,2012,37.42
174.3,2021,0.0
182.8,2021,0.0
0.0,0,37.956
93.8,2019,37.338
175.9,2021,37.44
108.9,2016,0.0
113.6,2016,38.822
65.1,2021,0.0
60.0,2021,0.0
165.7,2021,0.0
183.4,2007,0.0
154.5,2017,0.0
172.1,2012,0.0
122.7,2016,39.25
183.9,2020,0.0
144.4,2018,37.956
173.1,2014,0.0
171.1,1995,38.684
185.0,1963,0.0
183.9,2017,38.148
0.0,0,0.0
171.8,2020,38.918
83.6,2021,0.0
95.5,2020,37.462
78.9,2019,0.0
191.4,2018,38.406
186.4,2018,37.64
134.2,2019,38.658
66.0,2021,0.0
70.5,2021,0.0
165.0,2015,37.824
174.3,2016,0.0
170.8,2015,0.0
69.5,1986,0.0
89.2,2021,41.141
96.0,2018,0.0
177.0,2020,0.0
168.7,2019,37.82
66.1,2021,0.0
136.3,2016,37.175
64.6,2020,37.724
0.0,0,39.226
124.8,2021,0.0
174.3,2020,0.0
172.0,2018,0.0
168.4,2014,0.0
187.9,2015,0.0
82.0,2021,41.083
67.5,2021,0.0
133.0,2018,0.0
90.1,2020,41.131
112.9,2021,0.0
102.4,2017,37.469
178.7,2012,0.0
64.3,2017,0.0
136.6,2018,37.718
183.6,2019,40.439
191.4,2021,39.363
102.8,2021,38.433
64.4,2021,0.0
77.8,1962,37.134
96.1,2021,37.718
145.6,2018,37.948
70.8,2021,0.0
108.9,2021,39.617
172.7,2013,37.392
166.6,2014,37.852
175.2,2009,37.414
103.0,2021,0.0
173.3,2019,38.712
174.5,2016,37.114
99.3,2014,38.498
151.2,2013,37.831
175.0,2020,40.488
160.1,2015,0.0
175.2,2016,37.276
170.0,2018,37.099
178.6,2021,37.639
80.7,2017,37.874
0.0,0,37.714
140.7,2019,38.826
179.2,2017,0.0
135.6,2021,37.999
181.0,2012,37.736
93.9,2013,0.0
87.2,2021,42.187
0.0,0,0.0
181.2,2018,0.0
174.3,1993,0.0
154.9,2013,37.748
191.4,2012,37.765
152.7,2021,0.0
74.8,2021,0.0
94.2,2021,40.756
136.8,2017,0.0
166.8,2020,37.092
136.3,2018,38.485
182.6,2020,38.077
171.4,1976,37.325
177.4,2020,38.324
0.0,0,37.642
99.2,2021,38.826
174.0,1971,37.007
164.0,2014,37.892
0.0,0,37.12
71.6,2020,37.572
181.4,2019,37.576
177.0,2020,0.0
150.2,2019,37.307
133.7,2021,37.227
0.0,0,0.0
185.6,2016,0.0
79.0,2021,0.0
160.1,2021,0.0
172.7,2021,37.138
85.7,2021,38.071
174.1,2012,0.0
184.5,2014,0.0
0.0,0,37.771
158.6,2021,37.009
159.1,2017,0.0
180.4,2020,37.206
172.9,2019,37.726
178.6,2019,0.0
93.1,2015,38.651
82.0,2017,0.0
133.3,2021,41.5
171.8,2020,0.0
177.6,2020,37.876
125.4,2021,0.0
136.3,2021,42.007
179.6,2021,37.588
86.6,2021,0.0
187.9,2018,0.0
180.2,2021,0.0
173.3,2021,37.337
165.7,2016,37.928
93.5,2018,0.0
112.9,2021,0.0
117.2,2016,0.0
101.2,2021,41.925
66.5,2021,0.0
123.9,2020,37.757
177.6,2012,0.0
80.9,2021,41.458
174.5,2021,37.802
0.0,0,37.505
173.5,2017,37.808
165.7,2021,0.0
65.5,2021,0.0
129.7,2016,0.0
96.3,2021,40.461
174.5,2019,37.465
165.0,2015,37.603
0.0,0,0.0
0.0,0,37.857
174.8,2016,37.895
85.7,2014,0.0
95.3,2020,37.682
166.8,2017,0.0
169.4,2019,37.111
171.6,2014,0.0
178.8,2016,38.183
140.8,2012,0.0
100.5,2019,37.989
176.1,1988,0.0
179.8,2014,37.21
78.3,2018,37.712
56.6,2021,0.0
112.6,2021,0.0
148.1,2017,0.0
79.8,2020,40.689
169.1,2014,0.0
186.0,2020,37.557
166.3,2018,0.0
0.0,0,37.901
165.0,2012,0.0
131.7,2016,0.0
85.6,2016,0.0
74.5,2016,37.384
57.3,2021,0.0
78.0,2021,0.0
179.2,2014,37.745
139.4,2021,37.836
0.0,0,37.238
174.1,2017,0.0
190.2,1996,37.176
130.7,2014,0.0
172.9,2019,37.882
135.9,2020,37.751
59.5,2021,0.0
185.6,2021,37.373
68.0,2021,0.0
83.7,2014,0.0
152.3,2012,37.468
0.0,0,0.0
178.8,2020,39.398
81.3,2021,37.819
178.8,1958,37.469
79.7,2019,0.0
176.8,2021,37.81
170.8,2018,0.0
166.3,2018,0.0
176.7,2020,37.969
167.9,1981,37.636
128.5,2021,38.521
179.4,2018,37.765
156.4,2021,37.355
77.5,2021,0.0
98.6,2021,37.305
77.2,2021,37.597
93.4,2018,37.992
130.4,2021,41.186
179.6,2015,38.814
81.7,2021,37.141
187.3,2016,0.0
191.4,2018,37.612
87.8,2021,0.0
182.8,2019,0.0
92.0,2005,37.923
51.3,2021,0.0
120.3,2017,37.264
174.8,2019,38.577
90.1,2018,0.0
64.3,2021,0.0
123.7,2020,0.0
173.9,2020,41.217
97.7,2003,37.836
74.1,2020,41.101
77.1,2021,0.0
105.1,2020,38.522
172.0,2017,37.175
172.1,2013,37.787
172.2,2020,39.432
173.7,2009,0.0
188.5,2016,0.0
188.5,2017,37.604
67.8,2012,0.0
180.0,2021,37.011
189.3,2016,38.029
55.6,2021,0.0
104.4,2018,37.507
97.1,2016,0.0
179.4,2014,37.466
183.4,2020,38.306
118.8,2019,0.0
169.1,2020,38.475
162.3,2019,37.765
48.5,2021,0.0
63.5,2021,0.0
184.2,2020,39.721
104.2,2016,37.643
141.6,2015,37.173
136.7,2021,37.769
164.9,2021,37.468
0.0,0,37.233
172.9,2021,0.0
135.8,2019,38.287
73.1,2021,0.0
122.1,2021,37.428
92.0,2017,37.79
100.6,2021,41.664
92.7,2018,0.0
119.9,2014,37.404
177.4,2019,38.335
168.0,2020,41.278
135.3,2018,37.216
0.0,0,0.0
175.4,2018,37.549
165.7,2012,0.0
163.4,2015,37.024
187.3,2019,0.0
165.0,2014,0.0
168.5,2018,0.0
165.7,2020,0.0
182.6,2015,0.0
118.5,2014,37.985
74.8,2021,0.0
178.5,1994,37.437
174.5,2012,37.153
63.7,2021,0.0
172.2,2011,37.88
171.3,2019,0.0
117.1,2018,0.0
174.6,2018,38.198
171.1,2015,0.0
185.2,2020,37.483
95.5,2021,0.0
155.7,2017,0.0
0.0,0,37.273
131.7,2014,37.349
177.9,2018,0.0
178.6,2019,37.648
183.1,2012,37.94
90.9,2019,0.0
132.4,2019,37.365
171.8,2012,0.0
179.7,2012,0.0
175.0,2019,0.0
88.0,2017,37.245
173.3,2002,0.0
173.5,2016,37.92
74.9,2021,0.0
164.3,2021,0.0
141.7,2019,37.638
176.3,2019,0.0
106.9,2018,37.94
81.9,2021,37.11
157.5,1940,0.0
84.4,2021,40.556
92.2,2021,37.96
87.8,2021,39.979
105.8,2018,0.0
150.4,2019,37.004
161.2,2021,37.13
141.2,2019,37.994
183.4,2017,0.0
63.5,2021,0.0
71.8,2021,0.0
162.6,2017,37.78
180.0,2014,37.034
166.3,2020,39.467
165.7,2018,0.0
177.7,2020,38.08
168.0,2015,0.0
62.0,2018,0.0
109.9,2018,37.287
68.1,2021,37.753
70.6,2021,0.0
95.8,2021,40.481
97.1,2021,0.0
132.7,2017,0.0
66.6,1987,0.0
114.9,2019,0.0
148.7,2021,38.229
90.8,2020,39.331
50.8,2021,0.0
67.6,2021,37.021
61.3,2021,0.0
114.7,2019,0.0
